EmployeeID,Age,Gender,EducationLevel,Department,JobRole,OfficeLocation,YearsAtCompany,TotalWorkingYears,MonthlyIncomeUSD,TrainingHoursLastYear,ProjectsCompletedLastCycle,LastPerformanceRating,SatisfactionScore,WorkLifeBalanceScore,OverTimeHoursLastMonth,PromotionLast2Years,AvgDailyCommuteTimeMin,TechnicalSkillScore,SoftSkillScore,EngagementSurveyScore,NumDirectReports,PerformanceScoreOutOf100,LeftCompanyWithinYear
EMP0559,50,Male,Bachelor's,Operations,Director,Remote,4,15,6960,85,3,3,2.0,3,19,0,0.0,59,78,5.0,8,45,1
EMP0560,31,Male,Bachelor's,Sales,Specialist,HQ-CityA,3,12,6428,147,2,5,4.0,2,7,0,26.0,92,94,2.6,0,64,0
EMP0561,49,Female,Bachelor's,Finance,Senior Engineer,HQ-CityA,12,18,6450,41,1,3,3.0,2,14,0,58.0,84,59,2.8,0,53,0
EMP0562,30,Male,Bachelor's,HR,Analyst,HQ-CityA,5,19,6307,92,1,2,2.0,1,19,1,81.0,61,96,3.4,0,49,0
EMP0563,29,Female,High School,Operations,Director,Remote,8,17,7225,4,8,3,3.0,3,22,0,0.0,88,50,4.3,5,43,0
EMP0564,34,Male,High School,Finance,Associate,Remote,0,10,6462,108,5,4,4.0,1,22,0,0.0,46,67,3.0,0,37,0
EMP0565,28,Female,Bachelor's,Sales,Engineer,Branch-CityC,3,8,5605,169,4,3,4.0,2,12,0,80.0,40,84,2.8,0,34,0
EMP0566,58,Male,High School,Finance,Director,HQ-CityA,8,15,6408,95,1,4,4.0,3,2,0,20.0,73,70,4.4,7,51,0
EMP0567,56,Female,Bachelor's,Operations,Specialist,HQ-CityA,21,27,7322,104,2,4,2.0,2,18,1,16.0,76,50,4.1,0,36,0
EMP0568,36,Male,Bachelor's,Finance,Senior Engineer,HQ-CityA,4,15,6837,94,6,4,3.0,3,7,0,49.0,62,81,3.4,0,57,0
EMP0569,35,Female,Bachelor's,HR,Senior Engineer,Branch-CityC,8,11,5583,126,3,2,3.0,2,9,0,37.0,71,81,3.9,0,45,0
EMP0570,54,Female,Bachelor's,Marketing,Senior Engineer,Branch-CityB,32,39,9369,172,2,3,4.0,4,24,0,35.0,49,65,2.6,0,32,0
EMP0571,27,Male,Bachelor's,Marketing,Senior Engineer,Branch-CityC,1,12,7400,92,2,3,3.0,2,6,0,30.0,47,91,4.0,0,40,0
EMP0572,27,Female,Bachelor's,Sales,Engineer,Remote,4,6,5114,89,3,4,4.0,1,31,0,0.0,52,97,4.0,0,47,0
EMP0573,28,Male,PhD,Engineering,Senior Engineer,HQ-CityA,7,11,6815,93,3,3,3.0,2,36,0,25.0,62,87,4.3,0,46,0
EMP0574,57,Male,Bachelor's,Sales,Director,Remote,34,40,11168,162,3,1,3.0,2,3,1,0.0,49,95,2.9,2,48,0
EMP0575,23,Male,Master's,Marketing,Associate,HQ-CityA,2,14,6553,175,3,3,4.0,2,26,0,22.0,47,67,3.2,0,39,0
EMP0576,41,Male,Bachelor's,Engineering,Director,HQ-CityA,0,7,6110,88,3,2,3.0,2,28,0,25.0,54,78,3.1,3,52,0
EMP0577,25,Female,Master's,HR,Analyst,Remote,1,9,5465,123,0,1,2.0,2,6,0,0.0,86,55,4.1,0,47,1
EMP0578,35,Female,High School,Marketing,Analyst,Branch-CityC,12,26,7454,173,0,3,2.0,2,30,0,33.0,70,57,4.0,0,42,1
EMP0579,57,Female,Master's,Operations,Senior Engineer,HQ-CityA,18,30,9366,20,2,3,3.0,3,16,0,12.0,81,62,3.8,0,48,0
EMP0580,51,Male,Bachelor's,Operations,Senior Engineer,HQ-CityA,16,23,7827,186,1,3,3.0,2,14,0,36.0,62,71,3.3,0,38,0
EMP0581,44,Male,High School,Marketing,Manager,Branch-CityC,15,23,6737,56,2,4,4.0,3,24,0,18.0,52,93,3.9,8,46,0
EMP0582,58,Male,Master's,HR,Manager,Branch-CityC,33,36,10999,136,1,2,3.0,3,12,0,55.0,89,63,2.9,5,43,0
EMP0583,59,Male,Bachelor's,Marketing,Associate,HQ-CityA,35,40,11199,32,3,4,1.0,1,29,0,16.0,74,89,3.5,0,54,1
EMP0584,48,Male,PhD,Finance,Manager,Branch-CityC,7,13,5679,99,2,3,4.0,4,4,0,53.0,58,94,2.8,3,40,0
EMP0585,58,Male,PhD,HR,Specialist,Remote,20,33,9421,92,2,1,2.0,3,31,0,0.0,88,53,4.9,0,42,1
EMP0586,24,Female,Bachelor's,Finance,Engineer,Branch-CityC,0,0,3968,53,2,1,2.0,4,29,0,48.0,57,89,4.6,0,38,1
EMP0587,36,Male,Master's,Finance,Analyst,Remote,6,20,7794,94,6,3,3.0,3,9,1,0.0,91,67,4.3,0,45,0
EMP0588,42,Female,PhD,Engineering,Specialist,HQ-CityA,19,22,8336,72,4,3,2.0,2,4,0,32.0,64,70,4.7,0,49,0
EMP0589,47,Female,Bachelor's,Sales,Manager,Branch-CityC,22,27,7258,22,3,2,4.0,3,12,0,48.0,58,58,4.4,3,32,0
EMP0590,34,Male,PhD,Finance,Associate,Branch-CityC,13,15,7249,183,3,4,3.0,3,18,0,34.0,40,90,4.8,0,46,0
EMP0591,47,Female,Bachelor's,HR,Analyst,Branch-CityB,2,16,7116,151,4,3,2.0,1,35,0,40.0,76,79,3.3,0,41,0
EMP0592,40,Male,High School,Sales,Analyst,Remote,2,5,4201,148,3,2,1.0,1,11,0,0.0,46,88,4.8,0,44,1
EMP0593,48,Male,Bachelor's,Operations,Engineer,HQ-CityA,10,21,7053,65,2,3,3.0,1,24,0,34.0,62,99,2.9,0,47,0
EMP0594,40,Male,High School,Operations,Associate,Branch-CityC,3,11,5707,44,5,3,1.0,2,6,0,36.0,58,92,4.5,0,52,1
EMP0595,58,Female,High School,HR,Associate,Branch-CityC,30,36,10241,126,2,2,4.0,1,13,0,68.0,99,58,3.0,0,44,0
EMP0596,33,Female,High School,Operations,Associate,HQ-CityA,9,12,7006,12,2,3,4.0,3,12,0,34.0,81,69,3.1,0,39,0
EMP0597,43,Female,Master's,Operations,Manager,Branch-CityB,3,8,5840,171,1,3,4.0,1,4,0,12.0,90,93,4.1,4,54,0
EMP0598,22,Male,Bachelor's,Engineering,Specialist,Branch-CityC,1,4,5477,16,2,3,4.0,1,17,0,33.0,69,81,3.5,0,46,0
EMP0599,56,Male,High School,HR,Director,Branch-CityB,28,34,11614,140,5,3,1.0,2,34,0,32.0,55,60,4.0,4,36,1
EMP0600,46,Male,Master's,Engineering,Specialist,Branch-CityC,17,26,8007,98,5,4,4.0,2,15,0,39.0,70,56,3.3,0,39,0
EMP0601,39,Female,PhD,Operations,Analyst,Remote,11,24,7532,87,3,3,1.0,1,27,0,0.0,83,87,2.9,0,51,1
EMP0602,59,Female,Master's,Finance,Analyst,HQ-CityA,15,17,6750,72,5,2,1.0,3,11,0,52.0,44,87,2.7,0,42,1
EMP0603,40,Male,Bachelor's,Engineering,Associate,Branch-CityC,19,21,9054,109,2,3,3.0,4,11,0,50.0,64,90,3.6,0,50,0
EMP0604,30,Female,High School,HR,Director,HQ-CityA,2,11,5980,199,3,3,3.0,3,14,0,22.0,54,69,3.0,9,33,0
EMP0605,58,Female,Bachelor's,HR,Manager,HQ-CityA,6,12,6428,114,0,4,1.0,2,21,1,7.0,47,84,4.4,4,40,1
EMP0606,52,Female,Bachelor's,Operations,Engineer,HQ-CityA,13,19,7455,168,1,3,4.0,2,11,1,45.0,43,80,3.4,0,37,0
EMP0607,43,Male,Bachelor's,Marketing,Analyst,HQ-CityA,0,4,4232,45,3,3,1.0,3,23,0,,46,71,3.1,0,36,1
EMP0608,41,Female,Bachelor's,Marketing,Associate,Branch-CityB,12,17,6982,68,6,2,4.0,4,18,0,46.0,67,85,4.5,0,51,0
EMP0609,55,Male,High School,Marketing,Engineer,Branch-CityC,2,11,5836,16,8,3,4.0,4,29,0,61.0,99,55,4.8,0,54,0
EMP0610,32,Male,PhD,HR,Manager,HQ-CityA,5,12,6038,40,1,5,3.0,1,28,1,42.0,94,81,3.5,7,63,0
EMP0611,36,Male,Master's,HR,Associate,HQ-CityA,15,25,7830,38,2,1,2.0,2,20,0,41.0,40,71,4.9,0,29,1
EMP0612,39,Male,Bachelor's,HR,Associate,Branch-CityC,5,19,8155,31,2,5,2.0,4,17,0,28.0,69,66,4.3,0,50,0
EMP0613,57,Male,Bachelor's,Sales,Director,HQ-CityA,23,32,9056,164,0,2,4.0,4,32,0,,98,56,3.3,3,51,0
EMP0614,58,Male,Bachelor's,Operations,Engineer,Branch-CityB,16,27,8946,104,1,2,3.0,1,21,1,9.0,57,54,3.3,0,33,0
EMP0615,29,Female,Master's,Engineering,Senior Engineer,HQ-CityA,0,4,4744,176,4,3,3.0,3,24,0,32.0,47,54,3.1,0,33,0
EMP0616,54,Male,Bachelor's,Sales,Associate,Branch-CityC,28,35,7943,118,5,4,3.0,2,43,0,32.0,43,69,4.1,0,36,0
EMP0617,44,Male,Master's,Sales,Analyst,HQ-CityA,12,14,6393,28,3,3,4.0,3,9,1,50.0,44,98,2.6,0,37,0
EMP0618,50,Female,Bachelor's,Marketing,Manager,HQ-CityA,17,31,8090,129,3,3,1.0,2,16,0,28.0,96,72,3.9,2,51,1
EMP0619,37,Male,Bachelor's,HR,Associate,Branch-CityB,13,13,6806,16,1,1,2.0,1,57,0,79.0,90,58,3.2,0,45,1
EMP0620,57,Female,Bachelor's,Operations,Manager,Remote,35,40,10257,77,2,4,4.0,3,25,0,0.0,69,63,4.9,4,39,0
EMP0621,58,Female,Bachelor's,HR,Director,Branch-CityB,30,38,9735,48,4,3,1.0,3,28,0,50.0,98,82,3.9,5,53,1
EMP0622,30,Male,Bachelor's,Operations,Director,Branch-CityC,2,15,6676,38,3,3,1.0,3,24,0,24.0,83,71,2.6,5,47,1
EMP0623,38,Female,Bachelor's,Operations,Specialist,Remote,10,20,7273,22,2,3,4.0,2,35,0,0.0,70,78,3.7,0,38,0
EMP0624,56,Female,PhD,Marketing,Associate,Branch-CityB,12,18,8072,144,7,4,4.0,2,11,0,34.0,90,97,4.2,0,64,0
EMP0625,44,Male,Bachelor's,HR,Specialist,Branch-CityC,16,22,7229,28,5,3,4.0,2,9,0,15.0,81,84,3.7,0,51,0
EMP0626,52,Female,Bachelor's,Operations,Director,Branch-CityB,0,8,6400,70,5,4,3.0,1,3,0,49.0,94,99,4.5,2,69,0
EMP0627,46,Female,PhD,Sales,Engineer,Remote,10,21,7523,33,4,2,4.0,3,11,0,0.0,70,91,4.3,0,51,0
EMP0628,42,Male,Bachelor's,Sales,Associate,HQ-CityA,8,9,4565,57,1,3,4.0,2,7,1,54.0,56,76,3.5,0,41,0
EMP0629,23,Male,High School,Operations,Senior Engineer,Branch-CityB,1,1,5031,190,3,3,3.0,2,3,0,53.0,69,95,3.8,0,53,0
EMP0630,28,Male,Master's,Marketing,Director,HQ-CityA,4,8,4922,23,4,4,2.0,2,37,0,64.0,66,88,2.7,7,51,0
EMP0631,26,Male,Master's,Sales,Director,Branch-CityB,4,15,7617,41,4,3,4.0,4,26,0,52.0,53,93,4.2,6,55,0
EMP0632,52,Male,High School,Finance,Associate,HQ-CityA,17,21,9380,76,2,3,3.0,3,10,0,63.0,86,78,4.4,0,55,0
EMP0633,31,Male,Master's,HR,Manager,HQ-CityA,5,6,4563,163,2,3,2.0,3,34,1,39.0,85,58,3.1,4,44,0
EMP0634,41,Male,High School,Operations,Engineer,HQ-CityA,3,9,5899,26,3,1,2.0,2,10,0,10.0,62,84,3.0,0,37,0
EMP0635,48,Male,High School,Engineering,Associate,Branch-CityC,10,16,8233,191,0,4,2.0,3,27,0,41.0,79,72,3.0,0,54,1
EMP0636,47,Female,Bachelor's,HR,Specialist,Remote,15,23,7976,131,3,2,3.0,1,3,0,0.0,69,58,4.8,0,45,0
EMP0637,53,Male,Master's,Finance,Associate,Branch-CityC,32,40,10229,41,4,3,4.0,2,16,1,23.0,58,70,3.6,0,42,0
EMP0638,29,Male,Master's,Sales,Associate,HQ-CityA,3,16,6963,186,3,3,2.0,3,53,0,30.0,62,51,3.2,0,31,1
EMP0639,40,Male,Bachelor's,Sales,Senior Engineer,Branch-CityB,5,11,5188,100,3,3,3.0,2,36,0,18.0,61,85,3.8,0,53,0
EMP0640,50,Female,Master's,Operations,Manager,Branch-CityC,17,23,7844,28,2,4,,1,15,0,18.0,49,58,3.8,2,34,0
EMP0641,25,Female,Master's,Sales,Associate,Branch-CityC,4,17,7509,96,2,4,4.0,2,15,0,29.0,68,84,3.6,0,47,0
EMP0642,48,Female,Master's,HR,Senior Engineer,Branch-CityC,21,27,8902,102,3,5,4.0,4,70,0,12.0,93,55,2.8,0,54,0
EMP0643,39,Male,PhD,Operations,Analyst,Branch-CityC,6,7,5168,66,6,2,3.0,4,29,0,45.0,55,97,4.4,0,53,0
EMP0644,53,Female,Master's,Finance,Analyst,Branch-CityC,18,26,6895,166,2,3,2.0,3,22,0,19.0,77,65,3.2,0,41,0
EMP0645,46,Male,Bachelor's,Marketing,Engineer,Branch-CityC,13,26,7746,124,2,3,2.0,3,69,0,29.0,45,50,3.1,0,23,1
EMP0646,53,Female,Bachelor's,Operations,Associate,Remote,2,4,5156,1,5,2,4.0,3,9,0,0.0,61,98,3.2,0,50,0
EMP0647,30,Male,Bachelor's,Engineering,Analyst,HQ-CityA,9,12,5508,95,0,3,2.0,2,32,0,21.0,43,63,2.8,0,34,1
EMP0648,47,Female,Master's,Finance,Director,HQ-CityA,11,15,7226,90,2,3,2.0,3,20,0,,62,86,4.6,5,49,0
EMP0649,41,Female,Bachelor's,HR,Associate,Remote,11,22,6967,83,3,2,3.0,3,28,0,0.0,69,84,4.4,0,47,0
EMP0650,24,Male,Bachelor's,Finance,Senior Engineer,HQ-CityA,0,13,5818,9,1,3,3.0,2,12,0,52.0,40,66,3.1,0,29,0
EMP0651,38,Female,Master's,HR,Specialist,Branch-CityB,9,16,7465,89,5,3,3.0,4,24,0,36.0,94,95,4.5,0,60,0
EMP0652,57,Male,Bachelor's,Engineering,Associate,Remote,32,40,9469,56,2,4,3.0,4,9,0,0.0,95,61,4.8,0,54,0
EMP0653,44,Other,Master's,Finance,Specialist,HQ-CityA,23,30,8563,110,0,1,4.0,1,22,0,32.0,86,66,3.5,0,43,0
EMP0654,53,Male,Bachelor's,Finance,Engineer,HQ-CityA,15,15,7011,18,3,3,2.0,3,12,0,25.0,72,57,4.0,0,48,0
EMP0655,28,Male,High School,Operations,Senior Engineer,HQ-CityA,6,20,6449,78,1,3,3.0,3,13,0,50.0,99,96,2.8,0,60,0
EMP0656,33,Female,Bachelor's,Finance,Analyst,Branch-CityB,2,7,4390,145,5,3,3.0,2,12,0,19.0,81,87,4.2,0,55,0
EMP0657,55,Male,Bachelor's,Engineering,Director,HQ-CityA,18,27,8669,182,3,4,4.0,2,15,0,54.0,59,60,4.3,3,38,0
EMP0658,36,Other,PhD,Engineering,Engineer,HQ-CityA,12,26,7396,53,4,5,2.0,4,11,0,44.0,56,81,3.3,0,43,1
EMP0659,42,Male,Bachelor's,Operations,Manager,Branch-CityB,11,16,7010,162,5,3,2.0,2,24,0,28.0,68,54,2.8,6,31,0
EMP0660,32,Male,PhD,HR,Associate,Branch-CityC,4,17,6628,28,2,3,3.0,4,4,0,6.0,71,50,4.2,0,42,0
EMP0661,24,Male,Bachelor's,HR,Manager,HQ-CityA,0,7,5319,120,3,4,3.0,2,32,1,83.0,76,60,4.3,6,39,0
EMP0662,44,Female,Bachelor's,Operations,Associate,HQ-CityA,4,15,8078,150,2,4,3.0,2,4,0,24.0,73,61,3.8,0,39,0
EMP0663,39,Male,Master's,Finance,Associate,Branch-CityC,0,3,5288,195,3,3,3.0,4,11,0,38.0,60,81,3.9,0,47,0
EMP0664,38,Female,Master's,Sales,Specialist,Branch-CityC,12,24,7918,134,3,3,3.0,3,14,0,17.0,50,66,2.7,0,33,0
EMP0665,33,Female,PhD,Sales,Specialist,Remote,3,16,7182,174,1,4,3.0,2,6,0,0.0,60,55,4.5,0,44,0
EMP0666,22,Female,PhD,Operations,Analyst,Remote,0,8,4963,102,8,3,4.0,2,16,0,0.0,69,72,3.3,0,59,0
EMP0667,28,Female,Bachelor's,HR,Senior Engineer,HQ-CityA,6,19,7498,66,3,2,3.0,3,14,0,32.0,54,61,3.1,0,35,0
EMP0668,25,Male,Bachelor's,Finance,Associate,Remote,1,3,4937,147,2,3,1.0,2,13,0,0.0,96,51,4.5,0,47,1
EMP0669,39,Male,Bachelor's,Sales,Analyst,Branch-CityB,4,14,6642,138,2,2,3.0,2,24,0,12.0,74,98,4.4,0,47,0
EMP0670,53,Male,Bachelor's,HR,Specialist,Remote,9,22,7383,31,2,3,3.0,2,10,0,0.0,68,69,3.0,0,46,0
EMP0671,22,Male,PhD,Finance,Senior Engineer,HQ-CityA,0,8,5735,1,1,2,3.0,3,24,0,40.0,52,92,3.0,0,42,0
EMP0672,51,Male,Master's,Operations,Associate,Branch-CityC,16,29,8632,86,4,3,3.0,4,23,0,15.0,75,57,5.0,0,34,0
EMP0673,56,Male,Bachelor's,Sales,Manager,Branch-CityB,17,31,9664,172,1,3,1.0,1,10,0,7.0,64,70,3.0,7,45,1
EMP0674,33,Female,Bachelor's,Engineering,Manager,HQ-CityA,1,10,6291,38,1,3,4.0,3,51,0,46.0,54,82,5.0,6,29,0
EMP0675,53,Female,Bachelor's,Operations,Associate,HQ-CityA,6,9,6350,110,1,1,2.0,2,12,1,65.0,89,84,3.8,0,53,1
EMP0676,59,Male,PhD,Finance,Manager,HQ-CityA,13,25,8393,15,1,2,2.0,2,27,0,27.0,53,91,3.5,8,40,1
EMP0677,42,Male,PhD,Engineering,Director,HQ-CityA,19,22,7381,55,7,4,3.0,3,42,0,37.0,47,73,2.6,5,42,1
EMP0678,45,Male,Bachelor's,Operations,Specialist,Branch-CityB,12,13,5871,88,1,3,1.0,2,14,0,54.0,57,75,4.6,0,46,1
EMP0679,43,Male,Bachelor's,Operations,Engineer,Branch-CityB,13,21,7200,12,0,5,4.0,1,22,0,25.0,59,93,4.8,0,37,0
EMP0680,49,Male,Bachelor's,HR,Engineer,Branch-CityB,22,31,7950,199,5,3,3.0,3,23,0,,83,50,4.7,0,53,0
EMP0681,57,Male,High School,HR,Engineer,HQ-CityA,13,16,6952,189,3,4,3.0,3,12,0,27.0,40,80,4.4,0,42,0
EMP0682,50,Male,Bachelor's,Engineering,Director,HQ-CityA,27,40,12035,117,3,2,2.0,2,8,0,27.0,56,88,3.9,3,38,1
EMP0683,30,Male,High School,Sales,Analyst,Branch-CityC,5,11,6362,89,1,3,4.0,2,34,0,36.0,74,86,3.0,0,49,0
EMP0684,50,Male,Bachelor's,Marketing,Associate,HQ-CityA,14,27,7758,146,5,4,3.0,2,20,0,35.0,84,66,3.4,0,48,0
EMP0685,46,Female,Master's,Marketing,Specialist,Branch-CityB,19,23,8536,131,2,4,3.0,3,7,0,59.0,55,57,2.9,0,28,0
EMP0686,50,Male,Bachelor's,HR,Associate,Branch-CityC,4,13,6804,162,2,3,2.0,2,4,0,49.0,93,72,3.2,0,55,0
EMP0687,40,Male,Bachelor's,Marketing,Director,HQ-CityA,6,14,6496,129,0,4,3.0,2,11,0,18.0,69,76,4.1,9,49,0
EMP0688,35,Female,Bachelor's,HR,Senior Engineer,Remote,11,12,6302,101,2,1,4.0,4,26,0,0.0,46,87,3.3,0,32,0
EMP0689,50,Female,Bachelor's,HR,Associate,HQ-CityA,8,19,9050,128,2,5,4.0,1,14,0,32.0,65,99,3.3,0,53,0
EMP0690,38,Male,Master's,Engineering,Engineer,Branch-CityB,6,12,5973,109,2,3,4.0,4,2,0,72.0,73,97,4.8,0,47,0
EMP0691,28,Male,Bachelor's,Operations,Analyst,HQ-CityA,4,16,6819,81,5,2,2.0,2,10,0,70.0,48,74,2.8,0,47,1
EMP0692,57,Female,Master's,Marketing,Director,HQ-CityA,3,5,5574,67,6,1,2.0,1,38,0,26.0,91,65,2.6,9,48,0
EMP0693,58,Female,PhD,Sales,Associate,Remote,27,31,8659,154,2,4,3.0,2,19,0,0.0,75,67,3.0,0,48,0
EMP0694,37,Male,Master's,Engineering,Associate,HQ-CityA,9,17,6308,125,2,4,4.0,3,11,0,,52,55,2.8,0,31,0
EMP0695,32,Male,Master's,Engineering,Engineer,HQ-CityA,2,13,7280,148,6,4,3.0,3,27,0,18.0,78,91,3.4,0,46,0
EMP0696,29,Female,Master's,HR,Engineer,Branch-CityB,7,18,6627,17,2,4,2.0,2,2,0,48.0,50,69,2.7,0,29,0
EMP0697,56,Female,Bachelor's,Engineering,Senior Engineer,Branch-CityB,31,40,10561,194,2,4,,2,67,0,4.0,93,66,4.2,0,50,0
EMP0698,47,Male,Bachelor's,Sales,Director,HQ-CityA,20,27,10024,45,3,3,2.0,2,16,0,13.0,92,50,3.8,4,50,0
EMP0699,23,Female,Master's,Engineering,Specialist,Branch-CityC,2,13,6181,106,3,5,,2,9,1,18.0,53,71,4.7,0,41,0
EMP0700,46,Male,Bachelor's,Operations,Director,Branch-CityB,17,27,8044,20,2,2,4.0,4,20,0,43.0,77,68,4.9,9,46,0
EMP0701,50,Male,Bachelor's,HR,Analyst,Branch-CityB,24,25,6955,175,3,5,3.0,1,20,0,27.0,70,95,5.0,0,63,0
EMP0702,39,Female,Master's,Marketing,Manager,Branch-CityB,0,8,5547,70,6,3,4.0,2,23,0,24.0,52,57,4.0,6,41,0
EMP0703,43,Female,Bachelor's,Engineering,Senior Engineer,Remote,22,27,7107,129,3,3,4.0,2,37,1,0.0,91,97,3.5,0,65,0
EMP0704,23,Male,Bachelor's,Engineering,Manager,Branch-CityC,0,9,6295,97,4,2,3.0,1,15,0,31.0,76,98,4.7,4,49,0
EMP0705,39,Male,Bachelor's,Engineering,Specialist,HQ-CityA,13,27,10054,154,3,3,1.0,3,23,0,51.0,66,83,3.5,0,53,1
EMP0706,45,Female,Bachelor's,HR,Analyst,HQ-CityA,8,13,5869,62,1,3,,3,22,0,56.0,71,67,3.6,0,47,0
EMP0707,43,Male,Bachelor's,Operations,Analyst,Branch-CityC,16,29,7276,193,4,3,3.0,1,14,0,62.0,84,66,4.0,0,47,0
EMP0708,25,Male,Bachelor's,Marketing,Analyst,Branch-CityC,1,6,4830,108,0,5,4.0,3,21,0,5.0,97,98,4.7,0,70,0
EMP0709,59,Female,Master's,Operations,Senior Engineer,HQ-CityA,18,19,6613,2,1,3,2.0,2,18,0,25.0,70,53,2.7,0,39,0
EMP0710,56,Female,Master's,Marketing,Analyst,HQ-CityA,35,40,11442,47,2,4,4.0,2,28,0,28.0,79,98,4.9,0,69,0
EMP0711,35,Male,Bachelor's,Operations,Director,Branch-CityB,12,16,6604,65,3,3,3.0,1,43,0,50.0,87,65,3.1,4,49,0
EMP0712,25,Male,Master's,Sales,Analyst,Branch-CityB,0,6,4964,76,2,4,3.0,2,35,0,80.0,46,52,4.3,0,27,0
EMP0713,34,Male,Bachelor's,Engineering,Specialist,HQ-CityA,5,7,5090,83,1,3,3.0,2,5,0,,61,97,4.2,0,50,0
EMP0714,55,Female,Master's,Engineering,Analyst,Remote,16,18,6375,96,4,2,3.0,3,16,0,0.0,55,53,2.8,0,33,0
EMP0715,23,Female,High School,Engineering,Engineer,Branch-CityB,1,10,6137,93,2,4,3.0,2,17,0,,83,88,2.7,0,45,0
EMP0716,33,Female,Master's,Marketing,Manager,Remote,2,2,4426,114,4,3,3.0,3,35,0,0.0,81,97,3.0,3,53,0
EMP0717,22,Male,Master's,Marketing,Engineer,Branch-CityC,1,13,6065,120,6,2,3.0,2,15,0,37.0,59,94,3.4,0,47,0
EMP0718,26,Female,Master's,Engineering,Director,Branch-CityC,1,14,6851,89,3,3,1.0,2,21,0,36.0,70,99,2.6,4,57,1
EMP0719,46,Female,Master's,Engineering,Specialist,HQ-CityA,17,26,9149,149,2,3,2.0,4,17,0,11.0,69,57,2.8,0,48,1
EMP0720,50,Female,Master's,HR,Associate,Branch-CityB,19,30,10460,192,4,4,4.0,3,8,0,29.0,88,50,2.8,0,45,0
EMP0721,54,Female,Bachelor's,Finance,Associate,Branch-CityC,28,32,9927,85,3,3,4.0,2,47,0,40.0,68,50,3.4,0,44,0
EMP0722,57,Female,Bachelor's,Marketing,Associate,Branch-CityC,17,19,8041,28,1,3,3.0,1,33,1,41.0,44,94,3.0,0,35,0
EMP0723,42,Male,Master's,Finance,Analyst,HQ-CityA,15,20,6797,62,1,4,3.0,3,11,0,38.0,68,95,3.3,0,54,0
EMP0724,38,Male,Master's,HR,Analyst,Branch-CityB,3,13,6305,156,3,3,2.0,1,21,0,44.0,80,79,3.6,0,52,0
EMP0725,29,Male,Bachelor's,Engineering,Engineer,Remote,2,6,5179,35,5,3,4.0,3,37,0,0.0,60,80,4.0,0,39,0
EMP0726,38,Male,Bachelor's,Sales,Engineer,Remote,7,12,6013,43,4,3,3.0,3,6,0,0.0,45,54,4.6,0,51,0
EMP0727,36,Male,High School,Operations,Senior Engineer,Remote,9,20,7492,194,3,3,3.0,3,6,0,0.0,85,51,4.6,0,49,0
EMP0728,39,Male,PhD,Operations,Director,HQ-CityA,5,11,6434,193,3,3,2.0,2,24,0,19.0,61,84,2.7,4,51,1
EMP0729,29,Female,PhD,Sales,Director,HQ-CityA,8,12,6352,162,0,5,3.0,1,25,0,15.0,84,69,2.5,6,50,0
EMP0730,43,Female,Bachelor's,Finance,Associate,HQ-CityA,9,19,7737,10,2,3,4.0,3,7,0,24.0,62,65,4.7,0,33,0
EMP0731,29,Male,Bachelor's,Finance,Analyst,HQ-CityA,2,12,5455,113,1,4,2.0,2,16,0,30.0,40,97,4.7,0,45,1
EMP0732,46,Female,High School,HR,Engineer,Remote,0,8,5971,155,2,3,2.0,2,8,0,0.0,96,98,2.5,0,65,0
EMP0733,57,Female,Bachelor's,Operations,Manager,HQ-CityA,5,13,6030,155,2,3,2.0,1,10,0,32.0,73,95,2.6,3,51,0
EMP0734,31,Male,High School,Operations,Manager,HQ-CityA,6,12,7550,66,1,4,3.0,1,33,0,14.0,44,53,3.9,5,34,1
EMP0735,26,Female,Bachelor's,Finance,Associate,HQ-CityA,3,16,6588,95,1,3,2.0,2,3,0,62.0,48,92,2.7,0,46,0
EMP0736,54,Female,Bachelor's,Engineering,Senior Engineer,Branch-CityC,6,17,7502,39,2,3,3.0,4,13,0,16.0,96,52,3.0,0,43,0
EMP0737,24,Female,Master's,Engineering,Director,HQ-CityA,0,12,6359,146,0,4,4.0,3,5,0,44.0,43,54,4.0,8,30,0
EMP0738,52,Female,Bachelor's,Engineering,Senior Engineer,Branch-CityC,31,34,7770,6,4,3,3.0,2,20,0,29.0,54,89,4.9,0,47,0
EMP0739,58,Female,Master's,Engineering,Engineer,Branch-CityB,15,23,7994,185,3,3,2.0,3,21,0,23.0,85,85,3.7,0,55,1
EMP0740,30,Female,Bachelor's,Marketing,Analyst,Branch-CityC,5,6,4427,194,3,2,2.0,4,38,0,24.0,64,61,3.1,0,38,1
EMP0741,36,Female,Bachelor's,Sales,Specialist,Branch-CityB,14,19,7455,155,4,3,2.0,2,2,0,49.0,70,69,2.6,0,52,0
EMP0742,40,Female,PhD,Marketing,Manager,Branch-CityC,19,29,8576,21,3,3,2.0,2,26,0,37.0,68,63,4.8,5,39,0
EMP0743,44,Female,Master's,Sales,Analyst,HQ-CityA,22,33,8436,156,4,3,3.0,3,16,0,47.0,83,62,3.7,0,50,0
EMP0744,24,Other,High School,Marketing,Manager,Remote,2,13,6458,61,7,3,3.0,2,19,0,0.0,91,51,5.0,4,46,0
EMP0745,36,Female,Bachelor's,Operations,Analyst,HQ-CityA,3,13,5714,22,3,3,4.0,2,30,0,27.0,50,92,5.0,0,48,0
